1.000000000000000056e-01,0.000000000000000000e+00
1.398797595190380827e-01,2.710536047404517659e-02
1.797595190380761321e-01,6.321801113157396457e-02
2.196392785571142092e-01,1.083336510626795590e-01
2.595190380761522864e-01,1.624470346516150576e-01
2.993987975951903913e-01,2.255520218391077747e-01
3.392785571142283851e-01,2.976416267698019924e-01
3.791583166332664900e-01,3.787080660027064005e-01
4.190380761523045949e-01,4.687428080562703325e-01
4.589178356713425888e-01,5.677366174102665974e-01
4.987975951903806937e-01,6.756796149942004837e-01
5.386773547094187986e-01,7.925613323028611878e-01
5.785571142284567925e-01,9.183706906843251971e-01
6.184368737474948974e-01,1.053096127872844789e+00
6.583166332665330023e-01,1.196725660608000563e+00
6.981963927855709962e-01,1.349246884634702770e+00
7.380761523046091011e-01,1.510646974982738922e+00
7.779559118236472059e-01,1.680912878345011574e+00
8.178356713426851998e-01,1.860031101336771187e+00
8.577154308617233047e-01,2.047987796587490195e+00
8.975951903807614096e-01,2.244768996564559416e+00
9.374749498997994035e-01,2.450360613573285828e+00
9.773547094188375084e-01,2.664748439756897902e+00
1.017234468937875613e+00,2.887918147096540267e+00
1.057114228456913718e+00,3.119855287411275047e+00
1.096993987975951823e+00,3.360545292358084524e+00
1.136873747494989928e+00,3.609973473431868474e+00
1.176753507014028033e+00,3.868125024126442213e+00
1.216633266533066138e+00,4.134985358604696515e+00
1.256513026052104021e+00,4.410539847678754732e+00
1.296392785571142126e+00,4.694773745172932777e+00
1.336272545090180230e+00,4.987672413190963105e+00
1.376152304609218335e+00,5.289221322116003599e+00
1.416032064128256440e+00,5.599406050610634011e+00
1.455911823647294545e+00,5.918212285616853308e+00
1.495791583166332650e+00,6.245625822356087653e+00
1.535671342685370533e+00,6.581632564329179758e+00
1.575551102204408638e+00,6.926218523316402198e+00
1.615430861723446743e+00,7.279369819377443207e+00
1.655310621242484848e+00,7.641072680851413779e+00
1.695190380761522952e+00,8.011313444356851221e+00
1.735070140280561057e+00,8.390078610164390938e+00
1.774949899799598940e+00,8.777355013951911644e+00
1.814829659318637045e+00,9.173129524332082951e+00
1.854709418837675150e+00,9.577389179863617485e+00
1.894589178356713255e+00,9.990121209645305811e+00
1.934468937875751360e+00,1.041131303331600222e+01
1.974348697394789465e+00,1.084095226105463006e+01
2.014228456913827348e+00,1.127902669358018173e+01
2.054108216432865230e+00,1.172552432215172580e+01
2.093987975951903557e+00,1.218043332856839811e+01
2.133867735470941884e+00,1.264374208516939646e+01
2.173747494989979767e+00,1.311543915483398592e+01
2.213627254509017650e+00,1.359551329098151129e+01
2.253507014028055977e+00,1.408395343787710985e+01
2.293386773547093860e+00,1.458074875030592032e+01
2.333266533066132187e+00,1.508588857242587800e+01
2.373146292585170070e+00,1.559936243313882009e+01
2.413026052104207952e+00,1.612116005657475171e+01
2.452905811623246279e+00,1.665127136209183334e+01
2.492785571142284162e+00,1.718968646427635605e+01
2.532665330661322489e+00,1.773639567294279829e+01
2.572545090180360372e+00,1.829138949313374951e+01
2.612424849699398699e+00,1.885465862511999546e+01
2.652304609218436582e+00,1.942619396440044000e+01
2.692184368737474465e+00,2.000598660170216192e+01
2.732064128256512792e+00,2.059402782298039014e+01
2.771943887775550674e+00,2.119030910941848944e+01
2.811823647294589001e+00,2.179482213742800667e+01
2.851703406813626884e+00,2.240755874593804009e+01
2.891583166332665211e+00,2.302851092371510333e+01
2.931462925851703094e+00,2.365767087569312821e+01
2.971342685370740977e+00,2.429503097839556958e+01
3.011222444889779304e+00,2.494058377913513169e+01
3.051102204408817187e+00,2.559432199601370073e+01
3.090981963927855514e+00,2.625623851792244423e+01
3.130861723446893397e+00,2.692632640454171167e+01
